envoy-1  | [2026-04-30 10:05:17.306][1][info][main] [source/server/server.cc:426] initializing epoch 0 (base id=0, hot restart version=11.120)
envoy-1  | {"timestamp":"2026-04-30T10:05:42.507Z","method":null,"bytes_rx":0,"path":null,"status":400,"upstream":null,"duration_ms":0,"response_flags":"DPE","bytes_tx":0,"request_id":null}
envoy-1  | {"status":400,"bytes_rx":0,"response_flags":"DPE","path":null,"request_id":null,"method":null,"upstream":null,"duration_ms":0,"timestamp":"2026-04-30T10:05:47.557Z","bytes_tx":0}
envoy-1  | {"duration_ms":0,"status":400,"upstream":null,"request_id":null,"bytes_rx":0,"path":null,"response_flags":"DPE","timestamp":"2026-04-30T10:05:52.609Z","method":null,"bytes_tx":0}
envoy-1  | {"timestamp":"2026-04-30T10:05:57.652Z","method":null,"status":400,"upstream":null,"request_id":null,"path":null,"bytes_rx":0,"duration_ms":0,"response_flags":"DPE","bytes_tx":0}
envoy-1  | {"response_flags":"DPE","request_id":null,"bytes_tx":0,"bytes_rx":0,"timestamp":"2026-04-30T10:06:02.695Z","upstream":null,"path":null,"duration_ms":0,"status":400,"method":null}
envoy-1  | {"status":400,"path":null,"duration_ms":0,"timestamp":"2026-04-30T10:06:07.731Z","response_flags":"DPE","bytes_rx":0,"bytes_tx":0,"upstream":null,"method":null,"request_id":null}
envoy-1  | {"timestamp":"2026-04-30T10:06:12.761Z","bytes_tx":0,"request_id":null,"bytes_rx":0,"response_flags":"DPE","upstream":null,"duration_ms":0,"path":null,"method":null,"status":400}
envoy-1  | {"status":400,"bytes_rx":0,"method":null,"upstream":null,"path":null,"timestamp":"2026-04-30T10:06:17.781Z","request_id":null,"bytes_tx":0,"response_flags":"DPE","duration_ms":0}
envoy-1  | {"bytes_tx":0,"path":null,"upstream":null,"method":null,"status":400,"bytes_rx":0,"timestamp":"2026-04-30T10:06:22.829Z","duration_ms":0,"response_flags":"DPE","request_id":null}
envoy-1  | {"upstream":null,"timestamp":"2026-04-30T10:06:27.880Z","bytes_rx":0,"method":null,"response_flags":"DPE","request_id":null,"path":null,"bytes_tx":0,"status":400,"duration_ms":0}
envoy-1  | {"bytes_rx":0,"upstream":null,"timestamp":"2026-04-30T10:06:32.920Z","duration_ms":0,"status":400,"request_id":null,"path":null,"bytes_tx":0,"response_flags":"DPE","method":null}
envoy-1  | {"status":400,"bytes_rx":0,"response_flags":"DPE","duration_ms":0,"method":null,"timestamp":"2026-04-30T10:06:37.960Z","bytes_tx":0,"upstream":null,"request_id":null,"path":null}
envoy-1  | {"path":null,"status":400,"duration_ms":0,"bytes_tx":0,"timestamp":"2026-04-30T10:06:43.007Z","method":null,"bytes_rx":0,"upstream":null,"request_id":null,"response_flags":"DPE"}
envoy-1  | {"status":400,"method":null,"duration_ms":0,"bytes_rx":0,"timestamp":"2026-04-30T10:06:48.057Z","response_flags":"DPE","path":null,"bytes_tx":0,"request_id":null,"upstream":null}
envoy-1  | {"bytes_rx":0,"status":400,"method":null,"bytes_tx":0,"duration_ms":0,"upstream":null,"path":null,"timestamp":"2026-04-30T10:06:53.108Z","request_id":null,"response_flags":"DPE"}
envoy-1  | {"request_id":"bba55ae2-af54-4ba8-9eb4-bd9a79c139f0","duration_ms":1,"timestamp":"2026-04-30T10:06:57.213Z","status":200,"upstream":"172.20.0.2:8000","method":"GET","bytes_tx":3,"bytes_rx":0,"response_flags":"-","path":"/health"}
envoy-1  | {"timestamp":"2026-04-30T10:06:58.157Z","duration_ms":0,"status":400,"request_id":null,"method":null,"bytes_rx":0,"response_flags":"DPE","bytes_tx":0,"upstream":null,"path":null}
envoy-1  | {"method":null,"request_id":null,"status":400,"response_flags":"DPE","path":null,"duration_ms":0,"timestamp":"2026-04-30T10:07:03.212Z","upstream":null,"bytes_rx":0,"bytes_tx":0}
envoy-1  | {"request_id":null,"bytes_rx":0,"duration_ms":0,"response_flags":"DPE","status":400,"upstream":null,"timestamp":"2026-04-30T10:07:08.261Z","method":null,"bytes_tx":0,"path":null}
envoy-1  | {"duration_ms":0,"request_id":null,"timestamp":"2026-04-30T10:07:13.307Z","method":null,"status":400,"bytes_tx":0,"upstream":null,"path":null,"bytes_rx":0,"response_flags":"DPE"}
envoy-1  | {"bytes_rx":0,"status":400,"path":null,"upstream":null,"method":null,"request_id":null,"response_flags":"DPE","duration_ms":0,"timestamp":"2026-04-30T10:07:18.358Z","bytes_tx":0}
envoy-1  | {"method":null,"bytes_rx":0,"path":null,"duration_ms":0,"status":400,"response_flags":"DPE","request_id":null,"timestamp":"2026-04-30T10:07:23.421Z","bytes_tx":0,"upstream":null}
envoy-1  | {"method":null,"upstream":null,"path":null,"bytes_rx":0,"timestamp":"2026-04-30T10:07:28.466Z","status":400,"request_id":null,"bytes_tx":0,"response_flags":"DPE","duration_ms":0}
envoy-1  | {"path":null,"duration_ms":0,"method":null,"request_id":null,"timestamp":"2026-04-30T10:07:33.514Z","bytes_rx":0,"bytes_tx":0,"upstream":null,"status":400,"response_flags":"DPE"}
